User Name;Business Role ID
HY760-05;SAP_BR_ADMINISTRATOR_MKT
HY760-05;SAP_BR_BPC_EXPERT
HY760-05;SAP_BR_BUSINESS_ANALYST_MKT
HY760-05;SAP_BR_MARKETING_EXECUTIVE
HY760-05;SAP_BR_MARKETING_EXPERT
HY760-05;SAP_BR_MARKETING_MANAGER
HY760-06;SAP_BR_ADMINISTRATOR
HY760-06;SAP_BR_ADMINISTRATOR_MKT
HY760-06;SAP_BR_BPC_EXPERT
HY760-06;SAP_BR_BUSINESS_ANALYST_MKT
HY760-06;SAP_BR_MARKETING_EXECUTIVE
HY760-06;SAP_BR_MARKETING_EXPERT
HY760-06;SAP_BR_MARKETING_MANAGER
HY760-07;SAP_BR_ADMINISTRATOR
HY760-07;SAP_BR_ADMINISTRATOR_MKT
HY760-07;SAP_BR_BPC_EXPERT
HY760-07;SAP_BR_BUSINESS_ANALYST_MKT
HY760-07;SAP_BR_MARKETING_EXECUTIVE
HY760-07;SAP_BR_MARKETING_EXPERT
HY760-07;SAP_BR_MARKETING_MANAGER
HY760-08;SAP_BR_ADMINISTRATOR
HY760-08;SAP_BR_ADMINISTRATOR_MKT
HY760-08;SAP_BR_BPC_EXPERT
HY760-08;SAP_BR_BUSINESS_ANALYST_MKT
HY760-08;SAP_BR_MARKETING_EXECUTIVE
HY760-08;SAP_BR_MARKETING_EXPERT
HY760-08;SAP_BR_MARKETING_MANAGER
HY760-09;SAP_BR_ADMINISTRATOR
HY760-09;SAP_BR_ADMINISTRATOR_MKT
HY760-09;SAP_BR_BPC_EXPERT
HY760-09;SAP_BR_BUSINESS_ANALYST_MKT
HY760-09;SAP_BR_MARKETING_EXECUTIVE
HY760-09;SAP_BR_MARKETING_EXPERT
HY760-09;SAP_BR_MARKETING_MANAGER
HY760-10;SAP_BR_ADMINISTRATOR
HY760-10;SAP_BR_ADMINISTRATOR_MKT
HY760-10;SAP_BR_BPC_EXPERT
HY760-10;SAP_BR_BUSINESS_ANALYST_MKT
HY760-10;SAP_BR_MARKETING_EXECUTIVE
HY760-10;SAP_BR_MARKETING_EXPERT
HY760-10;SAP_BR_MARKETING_MANAGER
HY760-11;SAP_BR_ADMINISTRATOR
HY760-11;SAP_BR_ADMINISTRATOR_MKT
HY760-11;SAP_BR_BPC_EXPERT
HY760-11;SAP_BR_BUSINESS_ANALYST_MKT
HY760-11;SAP_BR_MARKETING_EXECUTIVE
HY760-11;SAP_BR_MARKETING_EXPERT
HY760-11;SAP_BR_MARKETING_MANAGER
HY760-12;SAP_BR_ADMINISTRATOR
HY760-12;SAP_BR_ADMINISTRATOR_MKT
HY760-12;SAP_BR_BPC_EXPERT
HY760-12;SAP_BR_BUSINESS_ANALYST_MKT
HY760-12;SAP_BR_MARKETING_EXECUTIVE
HY760-12;SAP_BR_MARKETING_EXPERT
HY760-12;SAP_BR_MARKETING_MANAGER
HY760-13;SAP_BR_ADMINISTRATOR
HY760-13;SAP_BR_ADMINISTRATOR_MKT
HY760-13;SAP_BR_BPC_EXPERT
HY760-13;SAP_BR_BUSINESS_ANALYST_MKT
HY760-13;SAP_BR_MARKETING_EXECUTIVE
HY760-13;SAP_BR_MARKETING_EXPERT
HY760-13;SAP_BR_MARKETING_MANAGER
HY760-14;SAP_BR_ADMINISTRATOR
HY760-14;SAP_BR_ADMINISTRATOR_MKT
HY760-14;SAP_BR_BPC_EXPERT
HY760-14;SAP_BR_BUSINESS_ANALYST_MKT
HY760-14;SAP_BR_MARKETING_EXECUTIVE
HY760-14;SAP_BR_MARKETING_EXPERT
HY760-14;SAP_BR_MARKETING_MANAGER
HY760-15;SAP_BR_ADMINISTRATOR
